Customer ID,Total Sales Amount
CUST9050,7658.75
CUST2754,7648.6
CUST1760,7644.42
CUST1365,7639.92
CUST8347,7613.2
CUST7996,7605.65
CUST3945,7599.2
CUST8457,7595.88
CUST6075,7586.96
CUST2481,7557.25
CUST1819,7547.0
CUST2152,7529.34
CUST4151,7528.32
CUST8817,7520.48
CUST5238,7517.14
CUST2251,7515.32
CUST3731,7514.56
CUST9850,7512.759999999999
CUST9722,7507.96
CUST2238,7502.2
CUST4516,7490.25
CUST4099,7490.13
CUST4348,7478.1
CUST9987,7473.4
CUST1455,7462.68
CUST9246,7458.05
CUST6556,7454.36
CUST9563,7438.4
CUST2970,7429.36
CUST3413,7426.45
CUST3443,7424.6
CUST9099,7424.2
CUST6342,7410.96
CUST3366,7394.25
CUST3145,7383.9
CUST6480,7369.88
CUST5989,7361.4
CUST9184,7361.12
CUST8551,7342.1
CUST3032,7328.35
CUST4994,7327.36
CUST6823,7315.15
CUST3240,7301.1
CUST6028,7269.1
CUST5950,7268.0
CUST4931,7242.96
CUST2943,7240.6
CUST1964,7237.28
CUST5212,7231.4400000000005
CUST1155,7227.92
CUST6880,7223.48
CUST3412,7218.35
CUST5361,7213.8
CUST9863,7205.6
CUST8275,7203.24
CUST5846,7200.0
CUST3252,7180.6
CUST2052,7177.0
CUST2694,7172.8
CUST5909,7166.8
CUST6731,7156.0
CUST1046,7149.9
CUST6215,7131.8
CUST6863,7131.15
CUST9390,7122.84
CUST9868,7121.44
CUST4578,7106.72
CUST2069,7089.35
CUST6165,7078.28
CUST3665,7070.52
CUST3201,7037.0
CUST2096,7025.16
CUST3579,7021.44
CUST9421,7018.7
CUST7711,6990.5
CUST5767,6980.84
CUST6593,6979.5
CUST3808,6940.75
CUST5184,6937.2
CUST3205,6918.48
CUST2980,6910.49
CUST9222,6891.53
CUST3997,6888.2
CUST4001,6885.4
CUST9559,6876.12
CUST9119,6871.75
CUST3905,6870.72
CUST3398,6855.52
CUST9212,6851.43
CUST5939,6839.93
CUST6166,6834.13
CUST3876,6829.0
CUST7454,6821.0
CUST6512,6818.289999999999
CUST8141,6812.08
CUST3823,6809.45
CUST7536,6800.1
CUST7603,6798.2
CUST8227,6797.48
CUST8189,6795.4
CUST9626,6793.45
CUST4090,6791.18
CUST2386,6762.0
CUST2830,6755.3
CUST2650,6733.01
CUST8879,6723.8
CUST5646,6718.7
CUST2113,6704.0
CUST8513,6698.639999999999
CUST2975,6685.8
CUST9642,6677.8
CUST9292,6676.5
CUST2508,6651.92
CUST1517,6646.92
CUST7865,6639.56
CUST5233,6631.5
CUST5254,6598.84
CUST5645,6592.05
CUST3863,6576.88
CUST8934,6572.34
CUST5609,6557.3
CUST8611,6545.6
CUST4081,6544.88
CUST7484,6535.56
CUST3176,6535.379999999999
CUST4517,6533.33
CUST7050,6523.12
CUST3049,6521.0
CUST2833,6506.55
CUST5491,6504.76
CUST9602,6486.09
CUST8806,6469.95
CUST7198,6468.320000000001
CUST6287,6450.2
CUST2300,6443.9
CUST7223,6422.28
CUST8518,6421.44
CUST5877,6418.68
CUST2100,6414.08
CUST4336,6413.04
CUST6645,6409.92
CUST1531,6407.039999999999
CUST9718,6405.64
CUST1119,6403.95
CUST9721,6372.459999999999
CUST1122,6365.72
CUST5102,6334.360000000001
CUST5838,6317.6
CUST2585,6278.56
CUST5523,6273.65
CUST4580,6260.0
CUST4037,6259.55
CUST8603,6256.75
CUST4146,6239.6
CUST7733,6235.4
CUST2319,6218.65
CUST2866,6215.84
CUST4215,6209.2
CUST3218,6194.53
CUST4588,6192.4
CUST6527,6184.64
CUST2468,6178.2
CUST8503,6158.32
CUST3460,6139.44
CUST2673,6137.4
CUST7510,6077.24
CUST3986,6070.76
CUST1941,6062.85
CUST5169,6057.0
CUST4508,6045.7
CUST6307,6039.76
CUST4031,6036.6
CUST3417,6028.67
CUST3424,6015.55
CUST7343,6013.849999999999
CUST3879,5991.45
CUST4890,5983.55
CUST8431,5972.19
CUST5155,5960.64
CUST6072,5947.83
CUST6954,5939.75
CUST4591,5922.2
CUST4041,5913.84
CUST2371,5911.68
CUST4714,5909.25
CUST3298,5902.74
CUST1581,5894.22
CUST5085,5871.63
CUST7878,5861.25
CUST6105,5851.68
CUST9372,5846.9
CUST7512,5839.48
CUST9489,5835.280000000001
CUST6089,5812.68
CUST7439,5809.82
CUST7686,5808.48
CUST5386,5808.15
CUST1936,5806.32
CUST6804,5799.25
CUST6246,5793.12
CUST5486,5788.89
CUST4757,5786.8
CUST8307,5784.21
CUST7149,5783.37
CUST9878,5761.68
CUST2586,5757.69
CUST6107,5740.68
CUST5635,5740.26
CUST5582,5711.25
CUST5612,5710.68
CUST2354,5709.6
CUST4436,5707.48
CUST6523,5702.16
CUST2085,5691.81
CUST5978,5677.74
CUST3179,5677.3099999999995
CUST2452,5676.32
CUST9997,5673.2
CUST7581,5665.25
CUST3561,5665.14
CUST6713,5662.38
CUST3272,5660.6
CUST3564,5633.65
CUST8715,5600.400000000001
CUST4017,5596.3
CUST1377,5591.82
CUST9517,5578.23
CUST1258,5576.44
CUST4210,5575.24
CUST9458,5571.72
CUST3148,5569.05
CUST4650,5568.55
CUST6928,5557.59
CUST9007,5555.24
CUST6667,5553.36
CUST5770,5547.55
CUST6933,5547.04
CUST5038,5544.16
CUST4766,5536.65
CUST5775,5511.8
CUST8246,5509.48
CUST5500,5504.19
CUST1801,5499.81
CUST9425,5498.6
CUST3522,5493.2
CUST7461,5490.6
CUST8728,5478.3
CUST6911,5474.08
CUST2490,5465.05
CUST7946,5456.64
CUST1228,5429.73
CUST1655,5422.4
CUST1798,5422.12
CUST6216,5408.6
CUST9366,5399.13
CUST5346,5396.64
CUST8293,5392.52
CUST6319,5390.05
CUST5867,5388.4
CUST2447,5385.63
CUST3089,5374.13
CUST3003,5364.03
CUST2856,5348.55
CUST6141,5348.46
CUST7876,5347.12
CUST1004,5344.56
CUST5784,5335.77
CUST2442,5334.42
CUST4704,5333.4
CUST3577,5328.75
CUST1562,5306.91
CUST4425,5306.07
CUST8751,5305.96
CUST4718,5305.71
CUST6292,5304.35
CUST3093,5300.52
CUST5106,5293.71
CUST7308,5277.96
CUST1136,5272.72
CUST5964,5234.44
CUST1495,5231.459999999999
CUST1184,5230.56
CUST5729,5227.68
CUST3648,5227.02
CUST4901,5224.8
CUST3590,5220.54
CUST2591,5217.3
CUST4110,5207.76
CUST8063,5202.54
CUST3081,5199.12
CUST4428,5194.12
CUST1107,5171.61
CUST8304,5170.71
CUST8379,5161.44
CUST3025,5159.07
CUST1623,5159.07
CUST8470,5156.95
CUST6601,5147.08
CUST8100,5143.76
CUST4496,5142.0
CUST7068,5138.7
CUST6539,5137.56
CUST3571,5120.1
CUST6399,5110.12
CUST2640,5109.03
CUST4010,5103.16
CUST3149,5098.8
CUST7966,5095.14
CUST6862,5075.76
CUST8873,5070.92
CUST6084,5069.1
CUST8169,5057.139999999999
CUST1959,5057.0
CUST7726,5055.64
CUST8821,5050.86
CUST5490,5048.91
CUST7429,5045.25
CUST1054,5029.6
CUST4677,5026.65
CUST1817,5020.25
CUST2147,5009.55
CUST2972,4994.48
CUST1527,4986.9
CUST3934,4979.610000000001
CUST1565,4978.41
CUST6097,4978.38
CUST5463,4975.76
CUST6749,4973.2
CUST5051,4965.58
CUST8221,4963.26
CUST2575,4956.75
CUST4675,4953.85
CUST3431,4944.87
CUST6407,4942.84
CUST9568,4942.66
CUST4281,4935.03
CUST6138,4929.74
CUST8931,4920.6
CUST3538,4909.08
CUST7456,4898.7
CUST7662,4893.55
CUST1829,4891.38
CUST5937,4883.34
CUST6222,4875.49
CUST6351,4866.0
CUST8008,4865.76
CUST7552,4854.85
CUST5949,4844.04
CUST8917,4838.45
CUST9370,4832.16
CUST8075,4803.9
CUST7668,4800.16
CUST7166,4799.22
CUST8245,4798.2
CUST4222,4793.95
CUST2852,4788.48
CUST3250,4787.76
CUST7750,4777.86
CUST8207,4771.75
CUST5534,4764.7
CUST4480,4759.9
CUST1288,4758.09
CUST1442,4754.2
CUST2509,4747.89
CUST1923,4745.35
CUST9488,4730.05
CUST6890,4673.15
CUST4581,4671.18
CUST9413,4659.6
CUST7331,4650.16
CUST4188,4648.89
CUST1770,4648.04
CUST5633,4647.72
CUST9354,4635.72
CUST1235,4628.7
CUST2235,4625.0
CUST1865,4612.05
CUST6331,4610.72
CUST2314,4608.7
CUST5325,4606.72
CUST3211,4604.28
CUST3462,4603.12
CUST6016,4597.4
CUST7594,4587.0
CUST7550,4582.8
CUST8601,4573.11
CUST1137,4561.04
CUST7477,4560.64
CUST1031,4555.52
CUST1556,4552.64
CUST1303,4546.469999999999
CUST1281,4545.16
CUST8924,4542.2
CUST4809,4539.32
CUST4118,4520.5
CUST4324,4520.37
CUST2981,4519.11
CUST3649,4518.93
CUST2011,4515.9
CUST7282,4512.719999999999
CUST9079,4510.83
CUST6161,4509.6
CUST4075,4501.36
CUST7555,4490.75
CUST4262,4486.95
CUST2355,4486.59
CUST4422,4486.35
CUST7773,4484.12
CUST7963,4466.31
CUST1401,4460.84
CUST4058,4450.2
CUST8559,4444.3
CUST4948,4443.85
CUST7609,4442.37
CUST9041,4432.05
CUST1095,4418.2
CUST7089,4414.41
CUST1416,4405.4
CUST3255,4404.48
CUST5561,4396.96
CUST9923,4392.82
CUST8026,4392.15
CUST4113,4392.0
CUST7514,4386.8
CUST1592,4377.27
CUST6289,4376.24
CUST1838,4369.15
CUST8445,4367.56
CUST8588,4365.8
CUST2994,4354.83
CUST4854,4350.85
CUST5512,4346.07
CUST4368,4342.16
CUST8867,4338.6
CUST3596,4337.04
CUST6497,4336.32
CUST5605,4332.56
CUST5615,4331.43
CUST9801,4317.38
CUST3593,4313.43
CUST3807,4307.88
CUST4707,4303.05
CUST3478,4300.96
CUST2642,4298.05
CUST4870,4296.52
CUST9760,4284.52
CUST4553,4277.8
CUST6096,4274.19
CUST1313,4259.96
CUST6005,4244.52
CUST8499,4240.62
CUST2208,4235.55
CUST9266,4230.8
CUST8752,4228.17
CUST3916,4225.32
CUST7009,4223.7
CUST8944,4210.32
CUST9006,4210.0
CUST9199,4171.639999999999
CUST5905,4164.4
CUST9991,4152.06
CUST4621,4129.14
CUST1434,4126.47
CUST9482,4120.8
CUST9055,4115.92
CUST3867,4114.56
CUST2579,4108.38
CUST5906,4107.62
CUST9608,4104.06
CUST7450,4098.76
CUST1864,4090.45
CUST4952,4074.3
CUST8403,4072.95
CUST9182,4072.5
CUST3237,4056.68
CUST4938,4052.4
CUST4453,4051.2
CUST2744,4049.9300000000003
CUST9904,4047.9
CUST5508,4041.65
CUST8860,4035.92
CUST9599,4035.6
CUST4183,4030.04
CUST5066,4022.16
CUST1759,4022.16
CUST9957,4017.32
CUST8711,4009.72
CUST8399,3979.95
CUST9792,3971.46
CUST4426,3966.24
CUST4647,3964.68
CUST1903,3964.3599999999997
CUST5921,3958.88
CUST8033,3956.17
CUST8064,3953.48
CUST3531,3948.52
CUST5175,3946.98
CUST1938,3943.42
CUST3225,3936.5
CUST4601,3929.4
CUST3935,3925.96
CUST9591,3923.8
CUST3829,3910.77
CUST9270,3909.98
CUST9037,3907.32
CUST2313,3906.37
CUST7795,3894.64
CUST1245,3887.9300000000003
CUST7638,3884.32
CUST8197,3883.65
CUST3882,3878.74
CUST2197,3874.96
CUST4005,3870.3
CUST6100,3864.76
CUST7035,3857.44
CUST9695,3857.02
CUST7898,3847.96
CUST6564,3847.38
CUST7288,3840.9
CUST2699,3836.88
CUST6037,3834.02
CUST9240,3831.65
CUST8461,3829.68
CUST4377,3828.06
CUST9208,3827.68
CUST2380,3823.96
CUST3936,3822.4
CUST9495,3816.9
CUST7334,3811.16
CUST9418,3803.98
CUST8180,3800.76
CUST9693,3793.55
CUST3068,3786.21
CUST3048,3785.48
CUST7797,3782.04
CUST2062,3780.28
CUST7023,3773.4
CUST2734,3773.16
CUST4206,3771.75
CUST3270,3770.18
CUST9751,3760.38
CUST6145,3743.92
CUST4913,3742.12
CUST3289,3738.2
CUST7483,3729.04
CUST2205,3726.33
CUST1803,3726.24
CUST4468,3718.8
CUST5453,3718.62
CUST5174,3717.56
CUST1477,3717.39
CUST8130,3717.3
CUST9914,3713.43
CUST1626,3704.6
CUST4549,3699.18
CUST5311,3696.64
CUST6956,3693.85
CUST1978,3692.85
CUST5753,3688.17
CUST8088,3680.13
CUST3391,3678.24
CUST5539,3677.2
CUST6349,3673.9
CUST8370,3671.9
CUST3358,3666.96
CUST1072,3659.16
CUST3625,3655.7
CUST7563,3654.96
CUST8151,3652.65
CUST9189,3642.04
CUST8051,3641.8
CUST7884,3634.2
CUST8488,3631.95
CUST7386,3627.81
CUST2161,3626.18
CUST2053,3622.2
CUST6515,3617.05
CUST7340,3612.64
CUST1267,3608.94
CUST7435,3605.8
CUST7376,3604.29
CUST8185,3600.48
CUST4467,3598.83
CUST6078,3597.18
CUST4873,3597.06
CUST8963,3596.88
CUST1694,3588.6
CUST5173,3584.44
CUST8674,3580.48
CUST3321,3578.25
CUST7587,3578.01
CUST6060,3577.14
CUST9523,3565.0
CUST4659,3562.6
CUST4120,3562.46
CUST1752,3541.9
CUST7688,3541.7
CUST4233,3536.16
CUST8504,3519.66
CUST3147,3518.75
CUST7941,3511.35
CUST8425,3510.66
CUST1161,3503.88
CUST9261,3503.67
CUST1489,3500.25
CUST6971,3499.98
CUST7743,3498.51
CUST1691,3492.72
CUST5200,3484.44
CUST7891,3480.34
CUST2917,3477.52
CUST5030,3476.56
CUST6277,3471.76
CUST8647,3471.56
CUST3230,3468.65
CUST6180,3464.44
CUST5104,3461.88
CUST5760,3456.54
CUST4699,3452.7
CUST5127,3440.55
CUST4488,3438.2
CUST1594,3436.35
CUST1467,3434.04
CUST8037,3433.02
CUST8237,3431.2
CUST3311,3427.53
CUST7314,3426.93
CUST6206,3419.66
CUST4637,3418.35
CUST8228,3417.5
CUST1773,3411.17
CUST4032,3410.52
CUST7709,3406.44
CUST3674,3402.3599999999997
CUST8085,3402.3
CUST7749,3399.08
CUST8500,3396.16
CUST3499,3387.6
CUST5376,3372.75
CUST4634,3363.36
CUST2518,3362.28
CUST2488,3360.88
CUST8104,3359.24
CUST2043,3337.6
CUST3045,3328.78
CUST7122,3312.1
CUST6559,3310.95
CUST4204,3310.86
CUST1328,3303.96
CUST8508,3303.12
CUST1182,3298.87
CUST4685,3293.1
CUST5265,3292.56
CUST9954,3290.52
CUST1407,3286.24
CUST1279,3285.72
CUST2629,3284.82
CUST5987,3280.26
CUST4371,3274.04
CUST4501,3269.08
CUST3044,3265.66
CUST5383,3259.32
CUST9442,3258.55
CUST2649,3251.7
CUST4996,3249.92
CUST7615,3248.73
CUST8761,3248.02
CUST7039,3246.05
CUST1496,3234.99
CUST5974,3234.36
CUST9391,3232.94
CUST3775,3213.6
CUST9526,3183.9
CUST2295,3177.84
CUST8091,3171.72
CUST7948,3163.41
CUST1037,3159.76
CUST5004,3151.55
CUST1548,3150.88
CUST1044,3150.35
CUST7487,3143.91
CUST7495,3137.01
CUST1338,3130.68
CUST9649,3117.87
CUST8589,3107.88
CUST2012,3098.78
CUST7399,3098.7
CUST8841,3098.22
CUST4341,3095.44
CUST2045,3095.1
CUST2425,3085.35
CUST1131,3084.4
CUST2153,3068.44
CUST6325,3066.96
CUST4915,3065.58
CUST7645,3065.19
CUST6204,3054.12
CUST8984,3052.2
CUST3642,3047.42
CUST3438,3038.24
CUST3354,3035.38
CUST8390,3027.68
CUST1065,3016.74
CUST9223,3007.25
CUST9894,3003.27
CUST8699,2998.74
CUST6068,2993.2
CUST3886,2990.04
CUST1159,2989.2
CUST2008,2982.02
CUST2785,2970.99
CUST3639,2964.26
CUST1917,2959.46
CUST8974,2957.1
CUST2595,2954.15
CUST7328,2946.78
CUST4922,2943.99
CUST7160,2943.27
CUST3816,2940.09
CUST5018,2939.65
CUST1741,2934.96
CUST3624,2932.7
CUST9024,2928.68
CUST4552,2927.58
CUST7323,2924.88
CUST9368,2922.63
CUST9142,2918.82
CUST5556,2912.43
CUST5551,2900.02
CUST1113,2893.1
CUST5871,2888.08
CUST8618,2886.6
CUST2759,2885.9
CUST1516,2885.67
CUST6077,2881.78
CUST7076,2881.36
CUST1139,2870.74
CUST8035,2866.88
CUST2753,2863.4
CUST6376,2862.15
CUST5911,2860.5
CUST4492,2854.36
CUST7938,2847.96
CUST8811,2847.63
CUST3365,2828.48
CUST2939,2826.01
CUST7738,2821.95
CUST5658,2812.76
CUST2316,2805.4
CUST2553,2802.62
CUST6898,2799.06
CUST8241,2795.92
CUST8439,2794.02
CUST9977,2793.72
CUST6353,2788.96
CUST6948,2785.2
CUST4376,2783.97
CUST5401,2771.08
CUST3306,2768.22
CUST3909,2767.86
CUST6116,2762.28
CUST6572,2762.0
CUST8359,2759.48
CUST6554,2757.92
CUST1464,2755.62
CUST7446,2752.0
CUST2880,2749.26
CUST1309,2748.05
CUST6651,2741.04
CUST1073,2731.45
CUST7121,2731.1
CUST7260,2731.02
CUST7284,2728.8
CUST6294,2726.76
CUST4744,2724.4
CUST8165,2722.1
CUST2860,2708.6
CUST1689,2708.08
CUST2958,2707.46
CUST3791,2706.76
CUST4433,2704.8
CUST8389,2703.2
CUST9396,2699.4
CUST4039,2690.88
CUST3187,2690.4
CUST6214,2687.96
CUST4545,2686.11
CUST2918,2682.06
CUST5710,2681.48
CUST9355,2679.24
CUST7423,2677.76
CUST2930,2653.25
CUST4875,2640.62
CUST8961,2631.24
CUST1612,2629.3
CUST3750,2627.65
CUST2317,2626.5299999999997
CUST5682,2623.7200000000003
CUST4910,2619.62
CUST8839,2618.58
CUST8976,2614.44
CUST9967,2613.25
CUST4759,2608.24
CUST4815,2604.18
CUST8244,2597.07
CUST9650,2594.48
CUST3557,2594.18
CUST7375,2592.0
CUST3127,2589.68
CUST4295,2589.34
CUST6970,2587.64
CUST8738,2585.46
CUST5045,2584.02
CUST5186,2581.76
CUST2246,2578.58
CUST4469,2577.55
CUST1748,2574.93
CUST1373,2573.86
CUST8497,2570.91
CUST1981,2568.66
CUST2790,2561.82
CUST4978,2560.76
CUST5812,2559.24
CUST6464,2558.98
CUST1474,2554.42
CUST3872,2549.8
CUST1166,2545.44
CUST9662,2531.7
CUST4465,2522.2
CUST2293,2521.76
CUST4811,2512.5
CUST3705,2506.35
CUST9210,2499.8
CUST9181,2497.71
CUST9618,2489.04
CUST5546,2483.45
CUST4537,2482.9
CUST1840,2480.24
CUST7847,2471.76
CUST9445,2471.1
CUST4694,2466.04
CUST6532,2465.94
CUST8555,2462.9
CUST4592,2456.5
CUST1385,2453.46
CUST4925,2448.16
CUST6430,2430.15
CUST4087,2430.04
CUST4435,2421.98
CUST8047,2414.92
CUST9417,2409.55
CUST8753,2404.8
CUST8433,2397.8
CUST9461,2396.12
CUST8778,2396.1
CUST4035,2394.7
CUST4209,2389.45
CUST4325,2384.31
CUST4776,2375.6
CUST8800,2371.8
CUST4169,2371.77
CUST7528,2369.13
CUST2779,2368.44
CUST2951,2362.9700000000003
CUST4201,2359.2
CUST4813,2358.76
CUST9821,2358.06
CUST3535,2357.06
CUST5414,2351.62
CUST5951,2347.46
CUST9304,2333.38
CUST1422,2323.71
CUST3703,2305.82
CUST3732,2300.06
CUST7863,2295.5
CUST1786,2290.46
CUST9172,2287.8
CUST1115,2286.92
CUST6728,2285.58
CUST5965,2276.64
CUST1311,2275.62
CUST1585,2274.72
CUST3724,2269.94
CUST4095,2264.9
CUST7613,2261.76
CUST7118,2259.9
CUST7664,2255.55
CUST5601,2253.76
CUST3202,2246.13
CUST6229,2229.1
CUST5677,2223.9
CUST7777,2223.75
CUST3309,2223.4
CUST8940,2220.18
CUST9469,2219.06
CUST9834,2218.59
CUST4879,2203.52
CUST7853,2203.4
CUST4006,2193.45
CUST6687,2186.45
CUST9379,2181.9
CUST8299,2177.31
CUST9116,2174.24
CUST9769,2172.02
CUST5014,2169.72
CUST7105,2165.78
CUST5226,2153.82
CUST4450,2150.56
CUST2733,2148.45
CUST8338,2138.45
CUST9120,2135.82
CUST3140,2121.45
CUST6169,2117.16
CUST5732,2105.74
CUST1272,2103.56
CUST5492,2100.76
CUST6991,2098.6
CUST6972,2087.0
CUST1372,2084.58
CUST3601,2080.52
CUST1928,2065.26
CUST9616,2062.53
CUST6542,2052.35
CUST4921,2040.54
CUST1781,2034.18
CUST1746,2019.66
CUST2534,2016.06
CUST7034,2008.75
CUST1042,2003.65
CUST5368,2002.06
CUST7098,1999.89
CUST8312,1997.78
CUST2950,1997.46
CUST7226,1996.17
CUST5694,1995.47
CUST7840,1993.95
CUST3784,1990.42
CUST8482,1979.97
CUST4554,1977.0
CUST4463,1975.8
CUST7066,1970.46
CUST9805,1961.99
CUST7041,1959.65
CUST7807,1957.65
CUST8116,1956.38
CUST6437,1956.33
CUST5653,1954.73
CUST6806,1951.2
CUST2985,1950.54
CUST5100,1949.9
CUST8475,1949.54
CUST1879,1948.2
CUST9253,1935.42
CUST9998,1935.39
CUST5788,1934.52
CUST4133,1933.11
CUST7712,1931.95
CUST8801,1927.64
CUST1229,1927.6
CUST7870,1927.15
CUST7604,1926.03
CUST4703,1922.66
CUST5575,1918.8
CUST7016,1912.05
CUST6631,1909.13
CUST6664,1907.61
CUST4117,1901.46
CUST5479,1901.42
CUST3892,1898.6
CUST5121,1885.26
CUST9607,1883.12
CUST8843,1881.0
CUST9048,1880.38
CUST4780,1876.38
CUST7465,1872.82
CUST3548,1870.25
CUST2232,1870.1
CUST2654,1868.5
CUST4018,1866.94
CUST8549,1865.9099999999999
CUST6982,1865.3
CUST5793,1864.99
CUST4673,1863.78
CUST5465,1859.53
CUST2812,1859.2
CUST6189,1854.48
CUST5858,1854.0
CUST2992,1853.64
CUST2976,1850.73
CUST2418,1848.6
CUST1453,1847.29
CUST4817,1845.6100000000001
CUST1367,1845.41
CUST7185,1840.74
CUST1498,1840.31
CUST6045,1837.67
CUST5335,1836.7
CUST6359,1836.2
CUST8616,1835.87
CUST6377,1834.8
CUST5050,1834.33
CUST4242,1827.17
CUST5900,1826.5
CUST5134,1824.9
CUST4582,1823.94
CUST4895,1820.46
CUST9656,1820.04
CUST6058,1818.32
CUST2891,1818.3
CUST9796,1814.16
CUST7980,1809.0
CUST3965,1805.79
CUST6158,1801.52
CUST9065,1800.71
CUST8009,1792.35
CUST4101,1791.61
CUST3480,1790.32
CUST6949,1788.04
CUST6520,1785.19
CUST5398,1784.19
CUST6957,1778.08
CUST9939,1777.3
CUST5851,1775.31
CUST6936,1775.08
CUST1360,1774.1
CUST3520,1773.4
CUST2674,1772.88
CUST5375,1771.2
CUST7802,1769.3
CUST9466,1767.58
CUST7247,1766.2
CUST4416,1764.24
CUST8152,1760.69
CUST9264,1760.66
CUST6467,1756.32
CUST9685,1755.43
CUST1607,1755.31
CUST1613,1754.86
CUST8274,1752.68
CUST7579,1750.85
CUST7389,1747.94
CUST6133,1744.8500000000001
CUST4964,1744.63
CUST4604,1744.62
CUST4569,1744.4
CUST9969,1743.8300000000002
CUST8034,1743.05
CUST3097,1740.6799999999998
CUST2855,1737.61
CUST7452,1723.1
CUST5804,1722.7
CUST6616,1721.6
CUST3115,1717.69
CUST2771,1712.48
CUST2610,1709.46
CUST9027,1708.52
CUST2935,1707.9
CUST8664,1707.78
CUST4818,1702.91
CUST2895,1702.8
CUST6095,1698.36
CUST9781,1690.52
CUST9313,1689.58
CUST5054,1679.27
CUST2646,1677.05
CUST6693,1673.64
CUST3741,1673.1
CUST9435,1669.23
CUST9972,1665.52
CUST7906,1658.42
CUST4888,1658.05
CUST7746,1656.08
CUST1392,1648.4
CUST1616,1644.01
CUST7924,1640.24
CUST6354,1639.23
CUST4046,1638.54
CUST4787,1637.35
CUST5488,1635.98
CUST5941,1634.33
CUST2454,1634.1
CUST7702,1626.52
CUST3292,1625.76
CUST5394,1623.7
CUST9381,1623.0700000000002
CUST6815,1623.0
CUST3851,1622.1
CUST8094,1620.6
CUST5695,1613.33
CUST5701,1607.56
CUST7868,1596.78
CUST6338,1593.72
CUST3582,1593.44
CUST2602,1584.24
CUST8807,1583.42
CUST1034,1580.12
CUST8485,1578.95
CUST3735,1573.48
CUST2614,1573.25
CUST5834,1566.6
CUST5690,1566.28
CUST5996,1564.75
CUST6695,1559.62
CUST9004,1555.98
CUST5055,1554.2
CUST2261,1553.58
CUST6836,1551.56
CUST7842,1545.48
CUST3759,1543.1
CUST3418,1542.54
CUST7990,1541.88
CUST5670,1536.82
CUST6364,1520.44
CUST9126,1519.1799999999998
CUST8408,1517.94
CUST5667,1515.02
CUST8890,1514.77
CUST8916,1512.86
